potato_id,image,bbox_json,area,grade,signal_bits,lane,total_defects,defect_counts_json,defects_json
2025110513292611,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[2958, 285, 619, 477]",292768.0,NG,00000001,8,3,"{""red_spots"": 1, ""pits"": 1, ""scabs"": 1}","[{""class"": ""red_spots"", ""confidence"": 0.6759292483329773, ""obb"": {""xyxyxyxy"": [[3265.053466796875, 589.6098022460938], [3267.045166015625, 365.3799133300781], [3088.999755859375, 363.7985534667969], [3087.008056640625, 588.0284423828125]], ""xywhr"": [3177.026611328125, 476.70416259765625, 178.05218505859375, 224.2387237548828, 0.008881527930498123], ""area"": 40075.5}}, {""class"": ""pits"", ""confidence"": 0.33963093161582947, ""obb"": {""xyxyxyxy"": [[3170.46435546875, 692.031494140625], [3171.02880859375, 597.033935546875], [3079.72119140625, 596.4912109375], [3079.15673828125, 691.48876953125]], ""xywhr"": [3125.0927734375, 644.2613525390625, 91.30921936035156, 94.99918365478516, 0.005944175645709038], ""area"": 8693.0}}, {""class"": ""scabs"", ""confidence"": 0.3011852502822876, ""obb"": {""xyxyxyxy"": [[3568.331298828125, 608.235595703125], [3572.086181640625, 460.9145812988281], [3369.172607421875, 455.7427062988281], [3365.417724609375, 603.063720703125]], ""xywhr"": [3468.751953125, 531.9891357421875, 202.9793701171875, 147.3688507080078, 0.025482770055532455], ""area"": 30064.0}}]"
2025110513292612,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[223, 1997, 582, 453]",261516.0,OK_S7,00000010,7,4,"{""scabs"": 1, ""red_spots"": 2, ""black_spots"": 1}","[{""class"": ""scabs"", ""confidence"": 0.9388858675956726, ""obb"": {""xyxyxyxy"": [[457.5585021972656, 2374.394287109375], [464.1905212402344, 2222.738525390625], [307.5048522949219, 2215.886474609375], [300.8728332519531, 2367.542236328125]], ""xywhr"": [382.53167724609375, 2295.140380859375, 156.83544921875, 151.80062866210938, 0.04370300471782684], ""area"": 23913.0}}, {""class"": ""red_spots"", ""confidence"": 0.49766290187835693, ""obb"": {""xyxyxyxy"": [[513.5916748046875, 2197.230712890625], [522.4552001953125, 2094.119384765625], [417.2773132324219, 2085.078369140625], [408.4137268066406, 2188.189697265625]], ""xywhr"": [465.4344787597656, 2141.154541015625, 105.56581115722656, 103.49171447753906, 0.08575031161308289], ""area"": 10896.0}}, {""class"": ""red_spots"", ""confidence"": 0.4390725791454315, ""obb"": {""xyxyxyxy"": [[629.8825073242188, 2322.015625], [655.3195190429688, 2161.68408203125], [530.3063354492188, 2141.8505859375], [504.8693542480469, 2302.18212890625]], ""xywhr"": [580.0944213867188, 2231.93310546875, 126.5767822265625, 162.33663940429688, 0.15734116733074188], ""area"": 20645.0}}, {""class"": ""black_spots"", ""confidence"": 0.31758981943130493, ""obb"": {""xyxyxyxy"": [[653.49609375, 2149.88037109375], [657.741943359375, 2099.36474609375], [605.7987060546875, 2094.9990234375], [601.5528564453125, 2145.5146484375]], ""xywhr"": [629.6473999023438, 2122.439697265625, 52.12641143798828, 50.69388961791992, 0.08385352790355682], ""area"": 2644.0}}]"
2025110513292613,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[1071, 2031, 512, 430]",212240.0,OK_S6,00000100,6,4,"{""red_spots"": 2, ""black_spots"": 2}","[{""class"": ""red_spots"", ""confidence"": 0.6383847594261169, ""obb"": {""xyxyxyxy"": [[1379.0440673828125, 2417.46728515625], [1381.2059326171875, 2300.72021484375], [1200.1976318359375, 2297.3681640625], [1198.0357666015625, 2414.115234375]], ""xywhr"": [1289.620849609375, 2357.417724609375, 181.03921508789062, 116.7668685913086, 0.018516002222895622], ""area"": 21183.0}}, {""class"": ""black_spots"", ""confidence"": 0.5759807825088501, ""obb"": {""xyxyxyxy"": [[1474.2353515625, 2148.7607421875], [1476.951171875, 2099.47412109375], [1432.830810546875, 2097.04296875], [1430.114990234375, 2146.32958984375]], ""xywhr"": [1453.5330810546875, 2122.90185546875, 44.18735885620117, 49.3614616394043, 0.05504775792360306], ""area"": 2160.0}}, {""class"": ""red_spots"", ""confidence"": 0.3482874631881714, ""obb"": {""xyxyxyxy"": [[1279.7994384765625, 2252.011962890625], [1289.2330322265625, 2131.122802734375], [1178.0826416015625, 2122.448974609375], [1168.6490478515625, 2243.338134765625]], ""xywhr"": [1228.9410400390625, 2187.23046875, 111.48820495605469, 121.25651550292969, 0.07787714898586273], ""area"": 13521.0}}, {""class"": ""black_spots"", ""confidence"": 0.29881158471107483, ""obb"": {""xyxyxyxy"": [[1544.375732421875, 2263.268798828125], [1546.238525390625, 2211.713623046875], [1503.33154296875, 2210.163330078125], [1501.46875, 2261.718505859375]], ""xywhr"": [1523.8536376953125, 2236.716064453125, 42.93495178222656, 51.588829040527344, 0.03611446171998978], ""area"": 2217.5}}]"
2025110513292614,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[938, 2559, 620, 429]",264409.0,OK_S7,00000010,7,1,"{""red_spots"": 1}","[{""class"": ""red_spots"", ""confidence"": 0.7307191491127014, ""obb"": {""xyxyxyxy"": [[1243.8447265625, 2798.365966796875], [1244.7890625, 2639.122802734375], [1121.216552734375, 2638.389892578125], [1120.272216796875, 2797.633056640625]], ""xywhr"": [1182.5306396484375, 2718.3779296875, 123.5746078491211, 159.24591064453125, 0.005929663777351379], ""area"": 19558.0}}]"
2025110513292615,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[825, 841, 587, 500]",288887.0,NG,00000001,8,2,"{""scabs"": 2}","[{""class"": ""scabs"", ""confidence"": 0.7234789729118347, ""obb"": {""xyxyxyxy"": [[1168.470703125, 1345.269287109375], [1187.42578125, 1018.55078125], [841.2959594726562, 998.469482421875], [822.3408813476562, 1325.18798828125]], ""xywhr"": [1004.88330078125, 1171.869384765625, 346.7118225097656, 327.267822265625, 0.05795149877667427], ""area"": 113522.0}}, {""class"": ""scabs"", ""confidence"": 0.7166741490364075, ""obb"": {""xyxyxyxy"": [[1373.6246337890625, 1101.0029296875], [1389.8990478515625, 900.0040283203125], [1182.8460693359375, 883.239501953125], [1166.5716552734375, 1084.2384033203125]], ""xywhr"": [1278.2353515625, 992.1212158203125, 207.73049926757812, 201.65670776367188, 0.08079099655151367], ""area"": 41879.0}}]"
2025110513292616,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[2827, -13, 466, 193]",87606.0,OK_S2,01000000,2,0,{},[]
2025110513292617,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[2167, -6, 620, 228]",139781.5,OK_S4,00010000,4,0,{},[]
2025110513292618,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/20a6beec-Pic_2025_10_21_154336_70.jpeg,"[913, -25, 625, 220]",135193.0,OK_S4,00010000,4,0,{},[]
2025110513292701,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/309e98ef-Pic_2025_10_21_154948_224.jpeg,"[413, 732, 717, 537]",383418.0,OK_S7,00000010,7,2,"{""scabs"": 1, ""black_spots"": 1}","[{""class"": ""scabs"", ""confidence"": 0.6231054067611694, ""obb"": {""xyxyxyxy"": [[1069.3411865234375, 987.924072265625], [1090.8558349609375, 770.068603515625], [889.3543701171875, 750.1690673828125], [867.8397216796875, 968.0245361328125]], ""xywhr"": [979.3477783203125, 869.0465698242188, 202.481689453125, 218.91525268554688, 0.09843721240758896], ""area"": 44245.5}}, {""class"": ""black_spots"", ""confidence"": 0.30223768949508667, ""obb"": {""xyxyxyxy"": [[615.7489013671875, 996.978759765625], [618.0223388671875, 931.310546875], [576.234130859375, 929.86376953125], [573.960693359375, 995.531982421875]], ""xywhr"": [595.9915161132812, 963.4212646484375, 41.81325149536133, 65.70750427246094, 0.03460679203271866], ""area"": 2755.5}}]"
2025110513292702,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/309e98ef-Pic_2025_10_21_154948_224.jpeg,"[900, 99, 706, 611]",418624.5,NG,00000001,8,8,"{""scabs"": 7, ""black_spots"": 1}","[{""class"": ""scabs"", ""confidence"": 0.9021404385566711, ""obb"": {""xyxyxyxy"": [[1226.698486328125, 256.7716369628906], [1235.141357421875, 114.05208587646484], [1074.80078125, 104.5667953491211], [1066.35791015625, 247.28634643554688]], ""xywhr"": [1150.7496337890625, 180.66921997070312, 160.6209259033203, 142.9690704345703, 0.059088222682476044], ""area"": 22952.0}}, {""class"": ""scabs"", ""confidence"": 0.8403893113136292, ""obb"": {""xyxyxyxy"": [[1016.5653686523438, 434.043212890625], [1021.4972534179688, 156.9612274169922], [900.3822631835938, 154.8054656982422], [895.4503784179688, 431.887451171875]], ""xywhr"": [958.4738159179688, 294.4243469238281, 121.1341323852539, 277.1258850097656, 0.017797604203224182], ""area"": 33590.0}}, {""class"": ""scabs"", ""confidence"": 0.7391383051872253, ""obb"": {""xyxyxyxy"": [[1075.728515625, 621.7333984375], [1082.828125, 443.4087829589844], [913.1301879882812, 436.6525573730469], [906.0304565429688, 614.9771728515625]], ""xywhr"": [994.4293212890625, 529.1929931640625, 169.8324737548828, 178.46591186523438, 0.03979221731424332], ""area"": 30131.0}}, {""class"": ""black_spots"", ""confidence"": 0.531071126461029, ""obb"": {""xyxyxyxy"": [[1307.06494140625, 596.0994262695312], [1308.00048828125, 537.4740600585938], [1241.849365234375, 536.4183959960938], [1240.913818359375, 595.0437622070312]], ""xywhr"": [1274.4571533203125, 566.2589111328125, 66.15950012207031, 58.632781982421875, 0.015956154093146324], ""area"": 3954.0}}, {""class"": ""scabs"", ""confidence"": 0.38600853085517883, ""obb"": {""xyxyxyxy"": [[1568.0936279296875, 256.09136962890625], [1578.3746337890625, 129.44180297851562], [1388.0582275390625, 113.99252319335938], [1377.7772216796875, 240.64208984375]], ""xywhr"": [1478.075927734375, 185.0419464111328, 190.9424285888672, 127.0661849975586, 0.0809992253780365], ""area"": 24361.5}}, {""class"": ""scabs"", ""confidence"": 0.35913997888565063, ""obb"": {""xyxyxyxy"": [[1158.434814453125, 616.9677734375], [1169.464111328125, 511.924560546875], [1050.23681640625, 499.406005859375], [1039.20751953125, 604.44921875]], ""xywhr"": [1104.3358154296875, 558.1868896484375, 119.88261413574219, 105.6206283569336, 0.10461395233869553], ""area"": 12627.0}}, {""class"": ""scabs"", ""confidence"": 0.3139078915119171, ""obb"": {""xyxyxyxy"": [[1170.2747802734375, 662.0516967773438], [1186.6685791015625, 491.19744873046875], [979.6868896484375, 471.33721923828125], [963.2930908203125, 642.1914672851562]], ""xywhr"": [1074.9808349609375, 566.6944580078125, 207.93228149414062, 171.63894653320312, 0.09565883129835129], ""area"": 35717.0}}, {""class"": ""scabs"", ""confidence"": 0.27216094732284546, ""obb"": {""xyxyxyxy"": [[1432.529052734375, 680.546142578125], [1438.469482421875, 567.088623046875], [1317.3134765625, 560.7451171875], [1311.373046875, 674.20263671875]], ""xywhr"": [1374.9212646484375, 620.6456298828125, 121.32194519042969, 113.6128921508789, 0.0523107685148716], ""area"": 13772.5}}]"
2025110513292703,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/309e98ef-Pic_2025_10_21_154948_224.jpeg,"[940, 1295, 669, 553]",365913.0,OK_S7,00000010,7,3,"{""red_spots"": 1, ""black_spots"": 2}","[{""class"": ""red_spots"", ""confidence"": 0.7950277328491211, ""obb"": {""xyxyxyxy"": [[1306.4935302734375, 1613.7491455078125], [1317.6861572265625, 1356.6998291015625], [1105.1280517578125, 1347.4444580078125], [1093.9354248046875, 1604.4937744140625]], ""xywhr"": [1205.810791015625, 1480.5968017578125, 212.7595672607422, 257.29296875, 0.043515097349882126], ""area"": 54716.0}}, {""class"": ""black_spots"", ""confidence"": 0.6671061515808105, ""obb"": {""xyxyxyxy"": [[1475.59814453125, 1555.4053955078125], [1485.04541015625, 1477.3572998046875], [1418.02099609375, 1469.2445068359375], [1408.57373046875, 1547.2926025390625]], ""xywhr"": [1446.8095703125, 1512.324951171875, 67.51368713378906, 78.6178207397461, 0.12045738101005554], ""area"": 5306.0}}, {""class"": ""black_spots"", ""confidence"": 0.25897693634033203, ""obb"": {""xyxyxyxy"": [[1376.130126953125, 1465.8271484375], [1436.42236328125, 1465.61474609375], [1436.2255859375, 1409.73681640625], [1375.933349609375, 1409.94921875]], ""xywhr"": [1406.1778564453125, 1437.781982421875, 55.87830352783203, 60.29270553588867, 1.5672754049301147], ""area"": 3388.0}}]"
2025110513292704,/tmp/potato_inspection_system/data/test/project-3-at-2025-11-04-13-44-8dae778d_new/images/test/309e98ef-Pic_2025_10_21_154948_224.jpeg,"[145, 2489, 766, 485]",364633.5,OK_S7,00000010,7,3,"{""black_spots"": 2, ""red_spots"": 1}","[{""class"": ""black_spots"", ""confidence"": 0.7645819783210754, ""obb"": {""xyxyxyxy"": [[549.9521484375, 2845.354736328125], [551.661376953125, 2765.483154296875], [464.2979736328125, 2763.613525390625], [462.5887451171875, 2843.485107421875]], ""xywhr"": [507.12506103515625, 2804.484130859375, 87.38343811035156, 79.8896713256836, 0.021396616473793983], ""area"": 6964.0}}, {""class"": ""red_spots"", ""confidence"": 0.6661708354949951, ""obb"": {""xyxyxyxy"": [[439.52862548828125, 2855.16455078125], [450.64306640625, 2564.57763671875], [235.8439483642578, 2556.36181640625], [224.72947692871094, 2846.94873046875]], ""xywhr"": [337.686279296875, 2705.76318359375, 214.95620727539062, 290.79937744140625, 0.03822967782616615], ""area"": 62551.0}}, {""class"": ""black_spots"", ""confidence"": 0.33619827032089233, ""obb"": {""xyxyxyxy"": [[736.46435546875, 2733.517822265625], [738.5037841796875, 2684.232177734375], [685.99609375, 2682.059326171875], [683.9566650390625, 2731.344970703125]], ""xywhr"": [711.230224609375, 2707.78857421875, 52.55259323120117, 49.32763671875, 0.04135531559586525], ""area"": 2601.0}}]"
